"Product Name","Quantity","Sell Price","Date Sold","Product Category"
"Generic Bronze Car","78","$657.31","02/07/2023","Cotton"
"Gorgeous Cotton Shirt","7","$808.83","06/05/2023","Frozen"
"Bespoke Granite Salad","18","$749.15","04/30/2024","Steel"
"Awesome Frozen Gloves","60","$30.20","04/04/2024","Fresh"
"Oriental Concrete Computer","48","$186.57","03/05/2023","Fresh"
"Oriental Granite Cheese","40","$817.91","12/31/2022","Steel"
"Recycled Plastic Soap","13","$566.84","08/25/2023","Metal"
"Awesome Metal Shirt","31","$179.13","04/17/2024","Granite"
"Elegant Plastic Chicken","2","$501.64","01/17/2023","Steel"
"Tasty Plastic Keyboard","54","$22.76","01/10/2023","Fresh"
"Gorgeous Bronze Car","75","$26.73","01/15/2024","Wooden"
"Oriental Granite Sausages","64","$520.16","01/28/2023","Fresh"
"Bespoke Concrete Car","46","$730.13","04/14/2024","Rubber"
"Bespoke Cotton Salad","37","$891.92","08/30/2023","Bronze"
"Electronic Rubber Chicken","77","$583.52","09/08/2023","Bronze"
"Fantastic Plastic Pizza","60","$283.28","02/11/2023","Granite"
"Electronic Cotton Chips","11","$622.31","12/16/2023","Rubber"
"Generic Wooden Salad","71","$507.18","02/17/2024","Metal"
"Elegant Cotton Tuna","92","$662.25","02/10/2023","Frozen"
"Fantastic Fresh Car","60","$33.10","03/21/2023","Rubber"
"Unbranded Metal Pants","2","$342.43","08/04/2023","Concrete"
"Tasty Cotton Salad","91","$206.27","03/10/2024","Plastic"
"Awesome Plastic Chicken","11","$506.72","03/28/2023","Frozen"
"Refined Rubber Towels","72","$434.46","03/24/2023","Plastic"
"Generic Frozen Hat","86","$850.47","04/09/2024","Plastic"
"Handmade Fresh Shirt","18","$759.93","06/19/2023","Soft"
"Sleek Soft Bacon","40","$841.72","09/10/2023","Metal"
"Recycled Fresh Ball","84","$834.33","01/31/2024","Plastic"
"Handmade Soft Mouse","64","$889.73","11/14/2023","Steel"
"Unbranded Bronze Gloves","69","$95.49","03/29/2023","Granite"
"Licensed Rubber Pizza","3","$653.89","04/12/2023","Cotton"
"Oriental Wooden Gloves","91","$846.33","01/21/2024","Steel"
"Small Bronze Fish","53","$344.64","01/14/2023","Bronze"
"Generic Cotton Bike","24","$99.99","01/03/2024","Bronze"
"Small Wooden Salad","82","$511.42","08/27/2023","Metal"
"Luxurious Soft Table","33","$667.84","12/07/2023","Granite"
"Rustic Granite Sausages","83","$811.16","03/04/2023","Granite"
"Oriental Plastic Keyboard","66","$914.61","01/30/2024","Soft"
"Rustic Rubber Chair","13","$715.68","09/16/2023","Concrete"
"Rustic Steel Pizza","95","$104.20","11/01/2023","Frozen"
"Fantastic Rubber Gloves","36","$785.81","11/08/2023","Soft"
"Awesome Frozen Shirt","73","$366.64","08/20/2023","Steel"
"Rustic Concrete Ball","43","$279.71","10/21/2023","Cotton"
"Electronic Wooden Shirt","31","$961.18","06/24/2023","Granite"
"Gorgeous Bronze Table","36","$240.12","04/24/2024","Rubber"
"Generic Cotton Chair","51","$330.15","12/19/2022","Rubber"
"Unbranded Metal Salad","49","$557.39","03/18/2023","Plastic"
"Luxurious Soft Sausages","24","$309.66","08/19/2023","Granite"
"Fantastic Frozen Chips","56","$629.64","12/25/2023","Soft"
"Elegant Rubber Chicken","39","$34.87","09/10/2023","Fresh"
"Handcrafted Frozen Chair","39","$113.94","09/11/2023","Concrete"
"Refined Metal Shirt","83","$854.58","12/15/2022","Fresh"
"Rustic Wooden Hat","6","$760.56","01/01/2023","Plastic"
"Bespoke Plastic Pants","49","$5.70","01/03/2023","Metal"
"Modern Metal Gloves","25","$504.32","03/02/2023","Granite"
"Unbranded Bronze Pizza","16","$631.40","07/15/2023","Frozen"
"Unbranded Metal Ball","51","$926.39","11/24/2023","Soft"
"Oriental Steel Cheese","27","$559.59","01/28/2024","Metal"
"Gorgeous Frozen Gloves","73","$336.01","12/20/2023","Metal"
"Handmade Granite Bike","92","$788.43","11/20/2023","Concrete"
"Intelligent Soft Soap","50","$36.73","12/20/2022","Plastic"
"Fantastic Plastic Fish","20","$916.80","11/22/2023","Steel"
"Fantastic Fresh Keyboard","56","$601.44","08/09/2023","Granite"
"Oriental Cotton Car","61","$673.61","09/09/2023","Granite"
"Handmade Concrete Towels","74","$870.51","05/11/2023","Rubber"
"Recycled Concrete Ball","17","$256.18","05/03/2023","Wooden"
"Small Frozen Car","26","$18.82","06/29/2023","Plastic"
"Intelligent Granite Fish","69","$423.41","06/01/2023","Wooden"
"Awesome Plastic Pants","40","$254.42","03/04/2024","Fresh"
"Incredible Steel Salad","43","$725.55","06/13/2023","Steel"
"Practical Frozen Sausages","97","$650.83","04/20/2023","Bronze"
"Intelligent Metal Computer","8","$135.23","07/05/2023","Rubber"
"Refined Bronze Soap","74","$685.02","04/16/2023","Plastic"
"Practical Soft Soap","77","$278.00","12/07/2023","Fresh"
"Unbranded Concrete Computer","82","$506.78","03/18/2024","Metal"
"Awesome Frozen Computer","8","$927.88","05/19/2023","Wooden"
"Fantastic Fresh Mouse","32","$936.49","09/23/2023","Metal"
"Modern Wooden Hat","83","$884.94","07/12/2023","Steel"
"Sleek Plastic Computer","19","$11.33","07/26/2023","Wooden"
"Luxurious Rubber Tuna","3","$999.71","02/15/2024","Wooden"
"Unbranded Metal Keyboard","68","$538.52","04/09/2024","Fresh"
"Elegant Rubber Pizza","35","$875.87","12/09/2023","Granite"
"Licensed Concrete Salad","58","$444.88","01/22/2024","Fresh"
"Practical Bronze Bacon","2","$813.77","12/26/2022","Fresh"
"Handcrafted Concrete Mouse","18","$132.45","02/17/2024","Rubber"
"Modern Cotton Soap","61","$976.98","02/02/2024","Frozen"
"Practical Cotton Computer","56","$121.54","08/09/2023","Concrete"
"Intelligent Steel Chicken","100","$661.41","02/23/2023","Metal"
"Intelligent Steel Bacon","22","$866.79","06/22/2023","Granite"
"Luxurious Plastic Towels","98","$809.43","02/28/2024","Soft"
"Intelligent Bronze Sausages","37","$551.87","04/04/2023","Fresh"
"Oriental Fresh Chicken","78","$314.51","11/04/2023","Metal"
"Oriental Cotton Table","38","$741.19","03/25/2023","Soft"
"Handmade Soft Keyboard","67","$488.77","12/27/2022","Bronze"
"Handcrafted Steel Towels","69","$952.07","07/29/2023","Frozen"
"Elegant Concrete Ball","51","$449.77","02/16/2024","Plastic"
"Awesome Soft Soap","98","$832.08","08/18/2023","Bronze"
"Elegant Wooden Computer","46","$138.69","12/13/2022","Steel"
"Bespoke Bronze Mouse","81","$591.80","09/26/2023","Bronze"
"Licensed Rubber Tuna","52","$45.96","03/29/2023","Granite"
"Generic Rubber Sausages","49","$384.34","04/05/2024","Wooden"
"Fantastic Rubber Salad","86","$738.73","06/24/2023","Cotton"
"Refined Concrete Table","97","$164.24","10/18/2023","Granite"
"Bespoke Steel Hat","81","$19.29","03/16/2023","Wooden"
"Intelligent Concrete Pants","60","$867.57","04/28/2024","Concrete"
"Elegant Plastic Mouse","45","$964.25","12/15/2023","Frozen"
"Sleek Steel Computer","72","$931.01","01/04/2024","Concrete"
"Unbranded Concrete Bike","92","$738.44","09/27/2023","Metal"
"Recycled Frozen Ball","38","$276.95","01/17/2024","Rubber"
"Tasty Wooden Salad","8","$916.90","07/17/2023","Wooden"
"Rustic Soft Towels","75","$914.68","07/24/2023","Frozen"
"Intelligent Cotton Ball","35","$735.77","04/22/2023","Steel"
"Intelligent Frozen Chicken","91","$818.87","08/29/2023","Concrete"
"Ergonomic Soft Car","35","$910.28","11/07/2023","Plastic"
"Rustic Granite Computer","8","$395.92","01/07/2023","Granite"
"Electronic Plastic Pants","35","$663.55","12/14/2023","Soft"
"Oriental Metal Fish","60","$579.01","02/26/2024","Rubber"
"Intelligent Plastic Pizza","46","$284.46","06/09/2023","Plastic"
"Electronic Granite Towels","13","$65.86","04/22/2024","Granite"
"Rustic Frozen Pizza","87","$113.10","04/21/2023","Soft"
"Practical Rubber Salad","37","$803.77","03/31/2023","Wooden"
"Intelligent Fresh Chips","4","$305.34","02/17/2024","Frozen"
"Awesome Steel Shirt","97","$649.57","11/08/2023","Wooden"
"Practical Granite Soap","4","$630.31","06/22/2023","Bronze"
"Gorgeous Plastic Gloves","67","$499.27","12/14/2023","Wooden"
"Bespoke Cotton Car","3","$511.84","01/17/2024","Wooden"
"Practical Fresh Tuna","2","$949.60","03/15/2024","Rubber"
"Small Wooden Soap","67","$73.40","06/22/2023","Cotton"
"Gorgeous Granite Pants","46","$719.36","01/25/2023","Rubber"
"Generic Soft Car","91","$360.55","06/02/2023","Frozen"
"Tasty Concrete Chair","47","$535.49","02/20/2024","Soft"
"Luxurious Steel Cheese","35","$856.13","03/01/2024","Concrete"
"Licensed Soft Car","96","$51.53","06/19/2023","Plastic"
"Rustic Metal Pants","52","$469.90","06/12/2023","Metal"
"Ergonomic Fresh Computer","20","$274.63","04/14/2024","Soft"
"Handcrafted Concrete Fish","21","$888.20","08/08/2023","Soft"
"Generic Soft Computer","14","$827.36","01/04/2023","Fresh"
"Refined Bronze Pants","49","$786.16","08/24/2023","Cotton"
"Tasty Fresh Fish","96","$997.03","02/22/2024","Wooden"
"Elegant Cotton Bike","96","$543.68","10/09/2023","Soft"
"Generic Wooden Car","31","$175.49","06/16/2023","Fresh"
"Generic Steel Soap","44","$168.76","12/22/2022","Steel"
"Small Wooden Computer","17","$848.02","03/11/2024","Fresh"
"Ergonomic Steel Bike","49","$479.21","07/29/2023","Granite"
"Licensed Steel Keyboard","29","$850.34","12/19/2022","Soft"
"Oriental Metal Towels","23","$719.01","09/26/2023","Plastic"
"Fantastic Soft Cheese","23","$111.78","04/29/2023","Frozen"
"Elegant Plastic Pants","31","$185.94","06/07/2023","Frozen"
"Oriental Wooden Computer","23","$465.28","03/29/2023","Granite"
"Rustic Wooden Computer","75","$55.44","12/14/2023","Frozen"
"Oriental Granite Computer","58","$422.09","12/22/2023","Plastic"
"Ergonomic Fresh Chips","75","$797.69","12/11/2023","Plastic"
"Unbranded Concrete Table","91","$94.82","02/22/2024","Granite"
"Awesome Plastic Gloves","43","$515.19","03/15/2024","Bronze"
"Incredible Metal Chips","98","$963.42","12/15/2022","Cotton"
"Oriental Frozen Bacon","20","$360.63","06/06/2023","Granite"
"Bespoke Plastic Chicken","22","$157.10","04/21/2024","Fresh"
"Sleek Concrete Mouse","39","$463.61","09/22/2023","Bronze"
"Fantastic Steel Bacon","38","$180.22","09/26/2023","Frozen"
"Intelligent Fresh Fish","15","$210.14","02/02/2024","Concrete"
"Handcrafted Cotton Cheese","98","$417.08","09/22/2023","Granite"
"Unbranded Cotton Tuna","73","$969.70","10/15/2023","Granite"
"Handcrafted Concrete Computer","81","$550.44","01/08/2023","Rubber"
"Bespoke Bronze Pizza","26","$661.80","04/10/2023","Wooden"
"Handcrafted Wooden Computer","11","$991.96","04/08/2023","Steel"
"Refined Steel Table","8","$772.84","05/10/2023","Granite"
"Generic Fresh Sausages","77","$332.52","01/21/2023","Steel"
"Generic Plastic Pants","29","$68.23","07/13/2023","Metal"
"Practical Granite Ball","27","$279.18","07/29/2023","Wooden"
"Modern Cotton Table","100","$844.48","04/21/2023","Cotton"
"Bespoke Wooden Towels","12","$85.43","02/20/2024","Fresh"
"Unbranded Rubber Gloves","17","$932.52","04/07/2023","Cotton"
"Intelligent Soft Fish","91","$67.60","03/13/2023","Plastic"
"Luxurious Frozen Tuna","73","$242.39","04/09/2024","Frozen"
"Luxurious Granite Bacon","80","$501.30","03/29/2023","Bronze"
"Gorgeous Bronze Pants","25","$672.41","04/07/2023","Wooden"
"Elegant Frozen Shirt","82","$891.50","01/27/2023","Rubber"
"Ergonomic Fresh Chicken","15","$90.65","03/24/2024","Plastic"
"Unbranded Bronze Chips","89","$566.69","05/04/2023","Rubber"
"Generic Steel Chips","55","$627.05","07/03/2023","Bronze"
"Licensed Granite Gloves","63","$307.37","06/04/2023","Plastic"
"Tasty Plastic Fish","96","$927.76","11/18/2023","Metal"
"Ergonomic Plastic Pants","94","$37.61","09/25/2023","Fresh"
"Awesome Wooden Salad","28","$105.46","08/21/2023","Plastic"
"Generic Frozen Bacon","46","$738.70","03/25/2023","Fresh"
"Generic Frozen Ball","34","$605.13","12/02/2023","Rubber"
"Licensed Rubber Chips","71","$862.71","02/09/2024","Plastic"
"Oriental Frozen Chair","52","$585.19","11/21/2023","Soft"
"Practical Frozen Cheese","90","$152.12","01/11/2023","Wooden"
"Elegant Plastic Cheese","64","$350.57","02/04/2024","Rubber"
"Oriental Bronze Pants","51","$985.85","05/31/2023","Bronze"
"Intelligent Rubber Shoes","97","$848.88","09/08/2023","Steel"
"Incredible Bronze Bacon","39","$147.64","01/10/2024","Metal"
"Modern Cotton Bacon","54","$566.31","02/03/2023","Granite"
"Modern Plastic Chips","29","$607.09","04/30/2023","Frozen"
"Modern Cotton Keyboard","44","$854.32","12/07/2023","Rubber"
"Practical Plastic Pizza","59","$152.85","07/05/2023","Plastic"
"Recycled Soft Shirt","25","$78.39","08/14/2023","Cotton"
"Incredible Cotton Soap","66","$239.70","03/04/2024","Concrete"
"Small Metal Gloves","73","$999.66","04/16/2023","Granite"
"Intelligent Cotton Fish","29","$412.75","05/29/2023","Steel"
"Handmade Steel Chicken","94","$946.83","12/30/2023","Steel"
"Electronic Granite Ball","62","$347.62","12/24/2023","Rubber"
"Unbranded Bronze Car","5","$360.60","03/21/2023","Fresh"
"Incredible Frozen Car","86","$115.11","04/01/2024","Steel"
"Oriental Soft Chips","59","$479.71","04/24/2023","Bronze"
"Intelligent Plastic Mouse","24","$341.73","12/23/2022","Concrete"
"Electronic Concrete Keyboard","57","$730.15","07/21/2023","Plastic"
"Licensed Rubber Towels","8","$825.57","07/10/2023","Fresh"
"Generic Steel Mouse","71","$981.16","03/05/2024","Soft"
"Bespoke Soft Chair","14","$564.29","04/27/2024","Bronze"
"Modern Fresh Sausages","48","$547.49","04/03/2024","Rubber"
"Licensed Wooden Computer","38","$442.70","05/05/2023","Bronze"
"Rustic Plastic Cheese","98","$359.52","12/29/2023","Plastic"
"Incredible Bronze Keyboard","99","$806.90","05/13/2023","Wooden"
"Refined Wooden Hat","4","$783.00","07/07/2023","Fresh"
"Recycled Steel Sausages","24","$755.52","07/02/2023","Steel"
"Incredible Soft Gloves","71","$240.65","04/15/2023","Concrete"
"Awesome Metal Chips","87","$292.10","03/25/2024","Granite"
"Modern Fresh Shoes","10","$729.43","08/28/2023","Bronze"
"Unbranded Metal Sausages","14","$98.95","07/06/2023","Bronze"
"Oriental Plastic Fish","61","$587.07","09/10/2023","Bronze"
"Luxurious Cotton Soap","34","$385.85","12/23/2023","Fresh"
"Unbranded Metal Shoes","54","$397.47","02/07/2024","Soft"
"Fantastic Fresh Pizza","79","$920.57","03/18/2023","Steel"
"Handmade Metal Salad","92","$363.71","05/06/2023","Cotton"
"Small Rubber Ball","16","$283.25","11/01/2023","Granite"
"Intelligent Plastic Computer","88","$552.71","07/18/2023","Plastic"
"Handmade Rubber Towels","54","$992.44","11/24/2023","Metal"
"Gorgeous Bronze Chips","16","$325.65","10/23/2023","Steel"
"Sleek Soft Keyboard","78","$400.94","01/20/2024","Granite"
"Electronic Steel Pants","31","$782.66","12/13/2022","Wooden"
"Refined Cotton Pizza","8","$185.32","03/28/2024","Fresh"
"Elegant Bronze Shoes","16","$779.94","01/18/2024","Wooden"
"Ergonomic Frozen Computer","75","$887.12","08/10/2023","Concrete"
"Practical Rubber Pizza","19","$76.14","05/21/2023","Plastic"
"Rustic Concrete Mouse","17","$909.71","06/15/2023","Concrete"
"Bespoke Frozen Chips","7","$825.36","03/25/2023","Bronze"
"Electronic Rubber Towels","29","$6.17","04/01/2023","Soft"
"Rustic Steel Tuna","38","$75.22","03/10/2024","Plastic"
"Handcrafted Bronze Chair","28","$843.74","12/16/2023","Wooden"
"Oriental Frozen Pants","68","$260.29","01/18/2024","Granite"
"Bespoke Granite Bacon","69","$878.07","10/20/2023","Metal"
"Generic Frozen Ball","90","$89.72","12/07/2023","Frozen"
"Modern Concrete Fish","73","$606.47","04/12/2024","Cotton"
"Tasty Fresh Mouse","4","$428.55","07/01/2023","Metal"
"Rustic Rubber Car","20","$857.34","03/10/2023","Rubber"
"Generic Plastic Hat","26","$114.86","08/15/2023","Plastic"
"Tasty Fresh Chair","87","$30.47","04/19/2023","Concrete"
"Unbranded Rubber Chips","93","$568.57","03/19/2023","Frozen"
"Rustic Frozen Pizza","28","$999.60","03/22/2024","Plastic"
"Handmade Metal Table","35","$56.58","03/21/2023","Bronze"
"Unbranded Steel Towels","13","$649.66","07/07/2023","Wooden"
"Incredible Metal Bike","12","$753.28","05/15/2023","Bronze"
"Refined Bronze Hat","29","$100.81","07/26/2023","Plastic"
"Intelligent Granite Chair","50","$598.93","07/24/2023","Fresh"
"Handcrafted Bronze Table","10","$111.11","01/18/2024","Fresh"
"Oriental Cotton Chips","38","$896.53","10/30/2023","Concrete"
"Unbranded Cotton Bike","10","$245.26","03/21/2024","Rubber"
"Electronic Plastic Shirt","4","$981.19","12/08/2023","Frozen"
"Ergonomic Fresh Keyboard","81","$165.19","03/27/2023","Metal"
"Practical Plastic Sausages","78","$612.33","02/28/2023","Fresh"
"Handmade Concrete Mouse","47","$202.86","12/08/2023","Metal"
"Bespoke Rubber Towels","20","$795.29","09/23/2023","Bronze"
"Small Wooden Mouse","83","$232.15","05/06/2023","Cotton"
"Tasty Frozen Soap","76","$543.31","01/02/2023","Wooden"
"Sleek Concrete Mouse","76","$41.88","02/20/2023","Steel"
"Rustic Plastic Cheese","41","$631.57","05/07/2023","Frozen"
"Awesome Metal Computer","93","$213.41","10/19/2023","Fresh"
"Ergonomic Granite Pizza","50","$447.25","04/06/2023","Wooden"
"Handcrafted Fresh Computer","22","$356.59","09/16/2023","Metal"
"Ergonomic Metal Cheese","57","$670.37","04/21/2024","Concrete"
"Recycled Steel Car","45","$951.39","10/31/2023","Cotton"
"Incredible Soft Pants","20","$655.73","12/21/2022","Plastic"
"Incredible Steel Shirt","61","$283.10","12/14/2023","Bronze"
"Intelligent Concrete Salad","61","$464.62","02/26/2024","Soft"
"Bespoke Cotton Computer","31","$543.68","12/04/2023","Bronze"
"Unbranded Soft Shoes","97","$391.98","08/11/2023","Granite"
"Sleek Granite Computer","63","$804.84","03/20/2023","Frozen"
"Generic Steel Pizza","91","$955.68","01/10/2023","Bronze"
"Fantastic Metal Soap","4","$366.54","08/08/2023","Metal"
"Small Bronze Shirt","5","$392.68","11/21/2023","Concrete"
"Tasty Plastic Pizza","54","$867.07","03/24/2023","Rubber"
"Intelligent Frozen Mouse","35","$684.04","07/17/2023","Metal"
"Rustic Bronze Keyboard","3","$894.40","05/17/2023","Frozen"
"Electronic Wooden Shoes","75","$827.57","07/22/2023","Metal"
"Practical Granite Tuna","32","$900.38","07/03/2023","Fresh"
"Practical Plastic Computer","26","$866.12","03/03/2023","Plastic"
"Handmade Granite Cheese","7","$611.20","11/15/2023","Steel"
"Rustic Plastic Cheese","49","$64.48","03/31/2024","Fresh"
"Electronic Steel Sausages","100","$835.32","12/14/2023","Concrete"
"Handmade Metal Sausages","74","$338.11","03/30/2024","Plastic"
"Luxurious Granite Fish","17","$977.90","10/19/2023","Plastic"
"Elegant Cotton Chips","53","$965.39","02/21/2024","Rubber"
"Small Wooden Pizza","67","$513.57","11/08/2023","Granite"
"Small Steel Chicken","42","$561.19","07/12/2023","Steel"
"Intelligent Cotton Tuna","78","$249.51","04/18/2023","Frozen"
"Elegant Wooden Pizza","75","$500.16","09/23/2023","Bronze"
"Practical Cotton Gloves","21","$642.86","09/18/2023","Cotton"
"Tasty Cotton Soap","56","$179.15","12/25/2022","Bronze"
"Gorgeous Granite Ball","49","$659.12","07/28/2023","Metal"
"Generic Fresh Keyboard","9","$208.13","08/12/2023","Rubber"
"Ergonomic Bronze Ball","68","$945.56","07/04/2023","Frozen"
